EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
7,49,8.0,008,Société coopérative à responsabilité limitée
5,49,721.0,721,Société ou association sans personnalité juridique
5,49,6.0,006,Société coopérative à responsabilité illimitée
2,49,706.0,706,Société coopérative
2,49,651.0,651,Autre forme à finalité sociale de droit public
2,49,310.0,310,Autorité de la Région flamande et de la Communauté flamande
2,49,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,49,151.0,151,Autre forme légale
2,49,3.0,003,Unité TVA
1,49,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2376,49,610.0,610,Société à responsabilité limitée
1908,49,,,
1002,49,30.0,030,Entité étrangère
365,49,15.0,015,Société privée à responsabilité limitée
205,49,14.0,014,Société anonyme
173,49,612.0,612,Société en commandite
92,49,11.0,011,Société en nom collectif
84,49,12.0,012,Société en commandite simple
74,49,17.0,017,Association sans but lucratif
16,49,3.0,003,Unité TVA
9,49,8.0,008,Société coopérative à responsabilité limitée
9,49,6.0,006,Société coopérative à responsabilité illimitée
8,49,706.0,706,Société coopérative
7,49,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
6,49,721.0,721,Société ou association sans personnalité juridique
4,49,412.0,412,Centre public d'action sociale
3,49,418.0,418,Régie communale autonome
2,49,616.0,616,Société à responsabilité limitée de droit public
1,49,514.0,514,Société anonyme à finalité sociale
1,49,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,49,422.0,422,Zone de secours
1,49,29.0,029,Fondation d'utilité publique
1,49,26.0,026,Fondation privée
4252,49,610.0,610,Société à responsabilité limitée
3514,49,,,
655,49,15.0,015,Société privée à responsabilité limitée
388,49,612.0,612,Société en commandite
210,49,12.0,012,Société en commandite simple
171,49,11.0,011,Société en nom collectif
122,49,14.0,014,Société anonyme
42,49,6.0,006,Société coopérative à responsabilité illimitée
33,49,8.0,008,Société coopérative à responsabilité limitée
24,49,17.0,017,Association sans but lucratif
7,49,30.0,030,Entité étrangère
6,49,3.0,003,Unité TVA
4,49,706.0,706,Société coopérative
2,49,721.0,721,Société ou association sans personnalité juridique
2,49,616.0,616,Société à responsabilité limitée de droit public
1,49,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,49,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,49,29.0,029,Fondation d'utilité publique
1,49,610.0,610,Société à responsabilité limitée
79,49,610.0,610,Société à responsabilité limitée
60,49,,,
14,49,30.0,030,Entité étrangère
5,49,612.0,612,Société en commandite
5,49,15.0,015,Société privée à responsabilité limitée
2,49,11.0,011,Société en nom collectif
1,49,17.0,017,Association sans but lucratif
1,49,14.0,014,Société anonyme
13404,49,610.0,610,Société à responsabilité limitée
4561,49,,,
2350,49,14.0,014,Société anonyme
1746,49,15.0,015,Société privée à responsabilité limitée
451,49,612.0,612,Société en commandite
295,49,11.0,011,Société en nom collectif
177,49,3.0,003,Unité TVA
165,49,12.0,012,Société en commandite simple
111,49,30.0,030,Entité étrangère
38,49,721.0,721,Société ou association sans personnalité juridique
29,49,8.0,008,Société coopérative à responsabilité limitée
27,49,6.0,006,Société coopérative à responsabilité illimitée
12,49,706.0,706,Société coopérative
10,49,17.0,017,Association sans but lucratif
7,49,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
3,49,411.0,411,Ville / commune
3,49,114.0,114,Société anonyme de droit public
2,49,16.0,016,Société coopérative (ancien statut)
2,49,13.0,013,Société en commandite par actions
1,49,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,49,506.0,506,Société coopérative à responsabilité illimitée à finalité sociale
1,49,417.0,417,Association chargée de mission (Région flamande)
1465,49,610.0,610,Société à responsabilité limitée
1137,49,,,
208,49,15.0,015,Société privée à responsabilité limitée
173,49,14.0,014,Société anonyme
69,49,612.0,612,Société en commandite
45,49,11.0,011,Société en nom collectif
18,49,12.0,012,Société en commandite simple
15,49,30.0,030,Entité étrangère
12,49,3.0,003,Unité TVA
9,49,17.0,017,Association sans but lucratif
4,49,721.0,721,Société ou association sans personnalité juridique
3,49,706.0,706,Société coopérative
3,49,8.0,008,Société coopérative à responsabilité limitée
2,49,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,49,6.0,006,Société coopérative à responsabilité illimitée
1,49,412.0,412,Centre public d'action sociale
134,49,610.0,610,Société à responsabilité limitée
30,49,,,
18,49,15.0,015,Société privée à responsabilité limitée
18,49,14.0,014,Société anonyme
9,49,411.0,411,Ville / commune
4,49,11.0,011,Société en nom collectif
2,49,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,49,30.0,030,Entité étrangère
2,49,12.0,012,Société en commandite simple
2,49,3.0,003,Unité TVA
1,49,721.0,721,Société ou association sans personnalité juridique
1,49,612.0,612,Société en commandite
1,49,17.0,017,Association sans but lucratif
1,49,8.0,008,Société coopérative à responsabilité limitée
1,49,6.0,006,Société coopérative à responsabilité illimitée
161,50,610.0,610,Société à responsabilité limitée
76,50,,,
25,50,14.0,014,Société anonyme
19,50,15.0,015,Société privée à responsabilité limitée
17,50,612.0,612,Société en commandite
11,50,11.0,011,Société en nom collectif
10,50,30.0,030,Entité étrangère
4,50,721.0,721,Société ou association sans personnalité juridique
3,50,17.0,017,Association sans but lucratif
2,50,12.0,012,Société en commandite simple
1,50,8.0,008,Société coopérative à responsabilité limitée
1,50,6.0,006,Société coopérative à responsabilité illimitée
309,50,610.0,610,Société à responsabilité limitée
130,50,14.0,014,Société anonyme
122,50,,,
49,50,15.0,015,Société privée à responsabilité limitée
21,50,612.0,612,Société en commandite
21,50,30.0,030,Entité étrangère
10,50,11.0,011,Société en nom collectif
9,50,3.0,003,Unité TVA
5,50,12.0,012,Société en commandite simple
4,50,17.0,017,Association sans but lucratif
3,50,721.0,721,Société ou association sans personnalité juridique
2,50,706.0,706,Société coopérative
1,50,8.0,008,Société coopérative à responsabilité limitée
67,50,610.0,610,Société à responsabilité limitée
38,50,,,
15,50,14.0,014,Société anonyme
11,50,15.0,015,Société privée à responsabilité limitée
10,50,30.0,030,Entité étrangère
5,50,17.0,017,Association sans but lucratif
5,50,8.0,008,Société coopérative à responsabilité limitée
4,50,612.0,612,Société en commandite
2,50,11.0,011,Société en nom collectif
1,50,416.0,416,Association prestataire de services (Région flamande)
1,50,3.0,003,Unité TVA
773,50,,,
278,50,610.0,610,Société à responsabilité limitée
99,50,14.0,014,Société anonyme
57,50,721.0,721,Société ou association sans personnalité juridique
27,50,15.0,015,Société privée à responsabilité limitée
10,50,612.0,612,Société en commandite
9,50,11.0,011,Société en nom collectif
6,50,30.0,030,Entité étrangère
5,50,3.0,003,Unité TVA
4,50,12.0,012,Société en commandite simple
2,50,17.0,017,Association sans but lucratif
2,50,8.0,008,Société coopérative à responsabilité limitée
1,50,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,50,51.0,051,Autre forme de droit privé avec personnalité juridique
1,50,6.0,006,Société coopérative à responsabilité illimitée
374,51,610.0,610,Société à responsabilité limitée
290,51,,,
85,51,30.0,030,Entité étrangère
85,51,14.0,014,Société anonyme
54,51,612.0,612,Société en commandite
45,51,15.0,015,Société privée à responsabilité limitée
18,51,11.0,011,Société en nom collectif
16,51,12.0,012,Société en commandite simple
15,51,17.0,017,Association sans but lucratif
3,51,8.0,008,Société coopérative à responsabilité limitée
3,51,3.0,003,Unité TVA
2,51,706.0,706,Société coopérative
188,51,610.0,610,Société à responsabilité limitée
69,51,,,
28,51,14.0,014,Société anonyme
24,51,30.0,030,Entité étrangère
24,51,15.0,015,Société privée à responsabilité limitée
15,51,612.0,612,Société en commandite
6,51,12.0,012,Société en commandite simple
6,51,11.0,011,Société en nom collectif
3,51,17.0,017,Association sans but lucratif
1,51,706.0,706,Société coopérative
3,51,610.0,610,Société à responsabilité limitée
3,51,,,
1,51,125.0,125,Association internationale sans but lucratif
1,51,17.0,017,Association sans but lucratif
1,51,15.0,015,Société privée à responsabilité limitée
1,51,14.0,014,Société anonyme
1300,52,610.0,610,Société à responsabilité limitée
804,52,14.0,014,Société anonyme
228,52,,,
111,52,15.0,015,Société privée à responsabilité limitée
77,52,30.0,030,Entité étrangère
66,52,3.0,003,Unité TVA
33,52,612.0,612,Société en commandite
23,52,11.0,011,Société en nom collectif
14,52,12.0,012,Société en commandite simple
13,52,721.0,721,Société ou association sans personnalité juridique
11,52,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
9,52,17.0,017,Association sans but lucratif
6,52,706.0,706,Société coopérative
5,52,8.0,008,Société coopérative à responsabilité limitée
1,52,418.0,418,Régie communale autonome
1,52,417.0,417,Association chargée de mission (Région flamande)
1,52,411.0,411,Ville / commune
1,52,114.0,114,Société anonyme de droit public
1,52,6.0,006,Société coopérative à responsabilité illimitée
2028,52,610.0,610,Société à responsabilité limitée
1628,52,,,
334,52,14.0,014,Société anonyme
243,52,15.0,015,Société privée à responsabilité limitée
116,52,612.0,612,Société en commandite
69,52,11.0,011,Société en nom collectif
39,52,12.0,012,Société en commandite simple
35,52,30.0,030,Entité étrangère
32,52,3.0,003,Unité TVA
28,52,17.0,017,Association sans but lucratif
27,52,721.0,721,Société ou association sans personnalité juridique
15,52,411.0,411,Ville / commune
7,52,418.0,418,Régie communale autonome
7,52,8.0,008,Société coopérative à responsabilité limitée
4,52,706.0,706,Société coopérative
2,52,412.0,412,Centre public d'action sociale
2,52,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,52,16.0,016,Société coopérative (ancien statut)
2,52,6.0,006,Société coopérative à responsabilité illimitée
1,52,617.0,617,Société en commandite de droit public
1,52,420.0,420,Association de CPAS
1,52,417.0,417,Association chargée de mission (Région flamande)
1,52,400.0,400,Autorité provinciale
1,52,320.0,320,Autorité de la Région wallonne
1,52,125.0,125,Association internationale sans but lucratif
1,52,124.0,124,Etablissement public
1,52,114.0,114,Société anonyme de droit public
1,52,26.0,026,Fondation privée
253,52,610.0,610,Société à responsabilité limitée
135,52,14.0,014,Société anonyme
123,52,,,
32,52,15.0,015,Société privée à responsabilité limitée
20,52,612.0,612,Société en commandite
12,52,30.0,030,Entité étrangère
10,52,17.0,017,Association sans but lucratif
9,52,114.0,114,Société anonyme de droit public
8,52,11.0,011,Société en nom collectif
8,52,3.0,003,Unité TVA
6,52,124.0,124,Etablissement public
5,52,12.0,012,Société en commandite simple
4,52,721.0,721,Société ou association sans personnalité juridique
3,52,706.0,706,Société coopérative
3,52,411.0,411,Ville / commune
2,52,125.0,125,Association internationale sans but lucratif
389,52,610.0,610,Société à responsabilité limitée
207,52,,,
103,52,14.0,014,Société anonyme
65,52,612.0,612,Société en commandite
49,52,15.0,015,Société privée à responsabilité limitée
31,52,11.0,011,Société en nom collectif
26,52,30.0,030,Entité étrangère
15,52,17.0,017,Association sans but lucratif
14,52,12.0,012,Société en commandite simple
4,52,125.0,125,Association internationale sans but lucratif
3,52,706.0,706,Société coopérative
3,52,8.0,008,Société coopérative à responsabilité limitée
3,52,3.0,003,Unité TVA
2,52,721.0,721,Société ou association sans personnalité juridique
2,52,124.0,124,Etablissement public
1,52,411.0,411,Ville / commune
1,52,320.0,320,Autorité de la Région wallonne
1,52,114.0,114,Société anonyme de droit public
1,52,65.0,065,Groupement européen d'intérêt économique
1,52,13.0,013,Société en commandite par actions
239,52,610.0,610,Société à responsabilité limitée
208,52,14.0,014,Société anonyme
42,52,,,
19,52,612.0,612,Société en commandite
19,52,15.0,015,Société privée à responsabilité limitée
11,52,11.0,011,Société en nom collectif
6,52,30.0,030,Entité étrangère
6,52,12.0,012,Société en commandite simple
5,52,3.0,003,Unité TVA
3,52,706.0,706,Société coopérative
1,52,124.0,124,Etablissement public
1,52,8.0,008,Société coopérative à responsabilité limitée
651,52,610.0,610,Société à responsabilité limitée
322,52,14.0,014,Société anonyme
214,52,,,
62,52,15.0,015,Société privée à responsabilité limitée
40,52,612.0,612,Société en commandite
14,52,30.0,030,Entité étrangère
12,52,11.0,011,Société en nom collectif
12,52,3.0,003,Unité TVA
9,52,12.0,012,Société en commandite simple
1,52,706.0,706,Société coopérative
1,52,17.0,017,Association sans but lucratif
1,52,6.0,006,Société coopérative à responsabilité illimitée
3527,52,610.0,610,Société à responsabilité limitée
1896,52,,,
1074,52,14.0,014,Société anonyme
441,52,15.0,015,Société privée à responsabilité limitée
211,52,612.0,612,Société en commandite
117,52,30.0,030,Entité étrangère
96,52,11.0,011,Société en nom collectif
68,52,12.0,012,Société en commandite simple
38,52,3.0,003,Unité TVA
20,52,17.0,017,Association sans but lucratif
13,52,721.0,721,Société ou association sans personnalité juridique
11,52,706.0,706,Société coopérative
6,52,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
5,52,8.0,008,Société coopérative à responsabilité limitée
5,52,6.0,006,Société coopérative à responsabilité illimitée
4,52,125.0,125,Association internationale sans but lucratif
1,52,114.0,114,Société anonyme de droit public
1,52,27.0,027,Société européenne (Societas Europaea)
63,52,610.0,610,Société à responsabilité limitée
31,52,,,
4,52,612.0,612,Société en commandite
4,52,14.0,014,Société anonyme
2,52,30.0,030,Entité étrangère
1,52,15.0,015,Société privée à responsabilité limitée
30,52,610.0,610,Société à responsabilité limitée
7,52,,,
1,52,612.0,612,Société en commandite
1,52,15.0,015,Société privée à responsabilité limitée
1,52,11.0,011,Société en nom collectif
11,52,,,
7,52,610.0,610,Société à responsabilité limitée
865,53,,,
529,53,610.0,610,Société à responsabilité limitée
109,53,15.0,015,Société privée à responsabilité limitée
40,53,612.0,612,Société en commandite
22,53,11.0,011,Société en nom collectif
21,53,12.0,012,Société en commandite simple
13,53,14.0,014,Société anonyme
6,53,17.0,017,Association sans but lucratif
4,53,6.0,006,Société coopérative à responsabilité illimitée
2,53,114.0,114,Société anonyme de droit public
2,53,30.0,030,Entité étrangère
2,53,8.0,008,Société coopérative à responsabilité limitée
1,53,721.0,721,Société ou association sans personnalité juridique
1,53,706.0,706,Société coopérative
1,53,3.0,003,Unité TVA
5009,53,,,
3873,53,610.0,610,Société à responsabilité limitée
576,53,15.0,015,Société privée à responsabilité limitée
289,53,612.0,612,Société en commandite
228,53,11.0,011,Société en nom collectif
135,53,12.0,012,Société en commandite simple
113,53,14.0,014,Société anonyme
43,53,17.0,017,Association sans but lucratif
14,53,6.0,006,Société coopérative à responsabilité illimitée
13,53,8.0,008,Société coopérative à responsabilité limitée
10,53,721.0,721,Société ou association sans personnalité juridique
10,53,30.0,030,Entité étrangère
6,53,706.0,706,Société coopérative
4,53,3.0,003,Unité TVA
1,53,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
15,53,,,
5,53,610.0,610,Société à responsabilité limitée
1,53,612.0,612,Société en commandite
1,53,17.0,017,Association sans but lucratif
2080,55,610.0,610,Société à responsabilité limitée
983,55,14.0,014,Société anonyme
621,55,,,
346,55,15.0,015,Société privée à responsabilité limitée
134,55,3.0,003,Unité TVA
71,55,612.0,612,Société en commandite
62,55,11.0,011,Société en nom collectif
55,55,17.0,017,Association sans but lucratif
22,55,12.0,012,Société en commandite simple
20,55,721.0,721,Société ou association sans personnalité juridique
12,55,30.0,030,Entité étrangère
10,55,8.0,008,Société coopérative à responsabilité limitée
2,55,706.0,706,Société coopérative
2,55,13.0,013,Société en commandite par actions
1,55,419.0,419,Régie provinciale autonome
1,55,400.0,400,Autorité provinciale
1,55,151.0,151,Autre forme légale
1,55,125.0,125,Association internationale sans but lucratif
1,55,124.0,124,Etablissement public
1,55,29.0,029,Fondation d'utilité publique
1,55,16.0,016,Société coopérative (ancien statut)
69,55,17.0,017,Association sans but lucratif
33,55,610.0,610,Société à responsabilité limitée
27,55,,,
5,55,14.0,014,Société anonyme
4,55,15.0,015,Société privée à responsabilité limitée
4,55,11.0,011,Société en nom collectif
1,55,721.0,721,Société ou association sans personnalité juridique
1,55,706.0,706,Société coopérative
1,55,612.0,612,Société en commandite
1,55,411.0,411,Ville / commune
1,55,30.0,030,Entité étrangère
87,55,610.0,610,Société à responsabilité limitée
51,55,14.0,014,Société anonyme
39,55,17.0,017,Association sans but lucratif
26,55,,,
11,55,15.0,015,Société privée à responsabilité limitée
8,55,3.0,003,Unité TVA
5,55,706.0,706,Société coopérative
5,55,30.0,030,Entité étrangère
4,55,612.0,612,Société en commandite
3,55,11.0,011,Société en nom collectif
1,55,721.0,721,Société ou association sans personnalité juridique
1,55,418.0,418,Régie communale autonome
1,55,400.0,400,Autorité provinciale
1,55,70.0,070,Association des copropriétaires
1,55,12.0,012,Société en commandite simple
1,55,8.0,008,Société coopérative à responsabilité limitée
2345,55,,,
1564,55,610.0,610,Société à responsabilité limitée
222,55,14.0,014,Société anonyme
157,55,721.0,721,Société ou association sans personnalité juridique
143,55,15.0,015,Société privée à responsabilité limitée
125,55,612.0,612,Société en commandite
112,55,11.0,011,Société en nom collectif
44,55,17.0,017,Association sans but lucratif
35,55,12.0,012,Société en commandite simple
35,55,3.0,003,Unité TVA
15,55,30.0,030,Entité étrangère
8,55,8.0,008,Société coopérative à responsabilité limitée
6,55,706.0,706,Société coopérative
2,55,29.0,029,Fondation d'utilité publique
1,55,418.0,418,Régie communale autonome
1,55,350.0,350,Autorité de la Communauté germanophone
1,55,70.0,070,Association des copropriétaires
1,55,51.0,051,Autre forme de droit privé avec personnalité juridique
1,55,25.0,025,Société agricole
1,55,6.0,006,Société coopérative à responsabilité illimitée
1969,55,,,
1325,55,610.0,610,Société à responsabilité limitée
156,55,15.0,015,Société privée à responsabilité limitée
113,55,612.0,612,Société en commandite
105,55,14.0,014,Société anonyme
99,55,11.0,011,Société en nom collectif
49,55,721.0,721,Société ou association sans personnalité juridique
35,55,12.0,012,Société en commandite simple
34,55,3.0,003,Unité TVA
19,55,17.0,017,Association sans but lucratif
6,55,706.0,706,Société coopérative
4,55,8.0,008,Société coopérative à responsabilité limitée
2,55,30.0,030,Entité étrangère
2,55,6.0,006,Société coopérative à responsabilité illimitée
1,55,418.0,418,Régie communale autonome
1,55,411.0,411,Ville / commune
1,55,26.0,026,Fondation privée
973,55,,,
814,55,610.0,610,Société à responsabilité limitée
100,55,14.0,014,Société anonyme
62,55,11.0,011,Société en nom collectif
61,55,15.0,015,Société privée à responsabilité limitée
59,55,612.0,612,Société en commandite
51,55,17.0,017,Association sans but lucratif
41,55,721.0,721,Société ou association sans personnalité juridique
15,55,3.0,003,Unité TVA
12,55,12.0,012,Société en commandite simple
6,55,30.0,030,Entité étrangère
2,55,706.0,706,Société coopérative
2,55,8.0,008,Société coopérative à responsabilité limitée
1,55,418.0,418,Régie communale autonome
1,55,400.0,400,Autorité provinciale
1,55,26.0,026,Fondation privée
1,55,13.0,013,Société en commandite par actions
326,55,610.0,610,Société à responsabilité limitée
157,55,14.0,014,Société anonyme
149,55,,,
52,55,17.0,017,Association sans but lucratif
40,55,15.0,015,Société privée à responsabilité limitée
14,55,11.0,011,Société en nom collectif
11,55,411.0,411,Ville / commune
10,55,612.0,612,Société en commandite
9,55,721.0,721,Société ou association sans personnalité juridique
5,55,12.0,012,Société en commandite simple
5,55,3.0,003,Unité TVA
4,55,400.0,400,Autorité provinciale
4,55,8.0,008,Société coopérative à responsabilité limitée
2,55,706.0,706,Société coopérative
2,55,30.0,030,Entité étrangère
1,55,418.0,418,Régie communale autonome
1,55,416.0,416,Association prestataire de services (Région flamande)
1,55,379.0,379,Ministère de l'Intérieur
1,55,350.0,350,Autorité de la Communauté germanophone
5,55,,,
2,55,610.0,610,Société à responsabilité limitée
1,55,612.0,612,Société en commandite
1,55,30.0,030,Entité étrangère
1,55,11.0,011,Société en nom collectif
228,55,610.0,610,Société à responsabilité limitée
173,55,,,
84,55,17.0,017,Association sans but lucratif
37,55,999.0,999,Forme légale inconnue (ONSS)
36,55,14.0,014,Société anonyme
22,55,15.0,015,Société privée à responsabilité limitée
17,55,612.0,612,Société en commandite
14,55,11.0,011,Société en nom collectif
8,55,721.0,721,Société ou association sans personnalité juridique
6,55,12.0,012,Société en commandite simple
5,55,3.0,003,Unité TVA
3,55,706.0,706,Société coopérative
3,55,151.0,151,Autre forme légale
3,55,124.0,124,Etablissement public
2,55,340.0,340,Autorité de la Communauté française
1,55,420.0,420,Association de CPAS
1,55,411.0,411,Ville / commune
1,55,400.0,400,Autorité provinciale
1,55,60.0,060,Groupement d'intérêt économique
1,55,26.0,026,Fondation privée
1,55,16.0,016,Société coopérative (ancien statut)
20223,56,610.0,610,Société à responsabilité limitée
6340,56,,,
3637,56,15.0,015,Société privée à responsabilité limitée
1165,56,14.0,014,Société anonyme
753,56,11.0,011,Société en nom collectif
405,56,612.0,612,Société en commandite
311,56,17.0,017,Association sans but lucratif
253,56,3.0,003,Unité TVA
168,56,12.0,012,Société en commandite simple
157,56,721.0,721,Société ou association sans personnalité juridique
76,56,8.0,008,Société coopérative à responsabilité limitée
44,56,706.0,706,Société coopérative
31,56,6.0,006,Société coopérative à responsabilité illimitée
21,56,30.0,030,Entité étrangère
11,56,16.0,016,Société coopérative (ancien statut)
8,56,412.0,412,Centre public d'action sociale
3,56,616.0,616,Société à responsabilité limitée de droit public
2,56,418.0,418,Régie communale autonome
2,56,411.0,411,Ville / commune
1,56,420.0,420,Association de CPAS
1,56,416.0,416,Association prestataire de services (Région flamande)
1,56,400.0,400,Autorité provinciale
1,56,350.0,350,Autorité de la Communauté germanophone
1,56,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,56,151.0,151,Autre forme légale
1,56,114.0,114,Société anonyme de droit public
1,56,26.0,026,Fondation privée
1,56,25.0,025,Société agricole
1,56,13.0,013,Société en commandite par actions
21430,56,610.0,610,Société à responsabilité limitée
13072,56,,,
3627,56,15.0,015,Société privée à responsabilité limitée
1194,56,11.0,011,Société en nom collectif
898,56,17.0,017,Association sans but lucratif
688,56,14.0,014,Société anonyme
676,56,612.0,612,Société en commandite
301,56,12.0,012,Société en commandite simple
223,56,721.0,721,Société ou association sans personnalité juridique
102,56,3.0,003,Unité TVA
77,56,6.0,006,Société coopérative à responsabilité illimitée
59,56,8.0,008,Société coopérative à responsabilité limitée
46,56,706.0,706,Société coopérative
24,56,30.0,030,Entité étrangère
11,56,418.0,418,Régie communale autonome
9,56,16.0,016,Société coopérative (ancien statut)
8,56,411.0,411,Ville / commune
7,56,412.0,412,Centre public d'action sociale
5,56,420.0,420,Association de CPAS
3,56,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,56,25.0,025,Société agricole
1,56,616.0,616,Société à responsabilité limitée de droit public
1,56,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,56,400.0,400,Autorité provinciale
1,56,151.0,151,Autre forme légale
1,56,124.0,124,Etablissement public
1,56,29.0,029,Fondation d'utilité publique
1,56,13.0,013,Société en commandite par actions
217,56,,,
82,56,610.0,610,Société à responsabilité limitée
12,56,11.0,011,Société en nom collectif
7,56,15.0,015,Société privée à responsabilité limitée
4,56,612.0,612,Société en commandite
3,56,17.0,017,Association sans but lucratif
2,56,14.0,014,Société anonyme
1,56,721.0,721,Société ou association sans personnalité juridique
1,56,6.0,006,Société coopérative à responsabilité illimitée
9845,56,610.0,610,Société à responsabilité limitée
9101,56,,,
1371,56,15.0,015,Société privée à responsabilité limitée
719,56,11.0,011,Société en nom collectif
596,56,612.0,612,Société en commandite
508,56,14.0,014,Société anonyme
341,56,17.0,017,Association sans but lucratif
155,56,12.0,012,Société en commandite simple
119,56,721.0,721,Société ou association sans personnalité juridique
110,56,3.0,003,Unité TVA
41,56,30.0,030,Entité étrangère
37,56,8.0,008,Société coopérative à responsabilité limitée
28,56,706.0,706,Société coopérative
16,56,6.0,006,Société coopérative à responsabilité illimitée
5,56,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
3,56,420.0,420,Association de CPAS
3,56,412.0,412,Centre public d'action sociale
2,56,418.0,418,Régie communale autonome
2,56,26.0,026,Fondation privée
1,56,419.0,419,Régie provinciale autonome
1,56,411.0,411,Ville / commune
1,56,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,56,125.0,125,Association internationale sans but lucratif
1,56,114.0,114,Société anonyme de droit public
1,56,16.0,016,Société coopérative (ancien statut)
1,56,13.0,013,Société en commandite par actions
2224,56,610.0,610,Société à responsabilité limitée
1272,56,,,
921,56,17.0,017,Association sans but lucratif
284,56,15.0,015,Société privée à responsabilité limitée
149,56,11.0,011,Société en nom collectif
134,56,14.0,014,Société anonyme
97,56,612.0,612,Société en commandite
45,56,721.0,721,Société ou association sans personnalité juridique
33,56,12.0,012,Société en commandite simple
23,56,3.0,003,Unité TVA
17,56,30.0,030,Entité étrangère
10,56,706.0,706,Société coopérative
10,56,411.0,411,Ville / commune
8,56,418.0,418,Régie communale autonome
8,56,412.0,412,Centre public d'action sociale
7,56,420.0,420,Association de CPAS
7,56,8.0,008,Société coopérative à responsabilité limitée
7,56,6.0,006,Société coopérative à responsabilité illimitée
3,56,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,56,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,56,400.0,400,Autorité provinciale
1,56,310.0,310,Autorité de la Région flamande et de la Communauté flamande
1,56,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,56,151.0,151,Autre forme légale
1,56,70.0,070,Association des copropriétaires
1,56,51.0,051,Autre forme de droit privé avec personnalité juridique
1,56,29.0,029,Fondation d'utilité publique
1,56,16.0,016,Société coopérative (ancien statut)
9831,56,610.0,610,Société à responsabilité limitée
7439,56,,,
2624,56,17.0,017,Association sans but lucratif
2316,56,15.0,015,Société privée à responsabilité limitée
684,56,11.0,011,Société en nom collectif
563,56,14.0,014,Société anonyme
433,56,612.0,612,Société en commandite
267,56,721.0,721,Société ou association sans personnalité juridique
224,56,12.0,012,Société en commandite simple
70,56,706.0,706,Société coopérative
69,56,3.0,003,Unité TVA
59,56,8.0,008,Société coopérative à responsabilité limitée
48,56,6.0,006,Société coopérative à responsabilité illimitée
27,56,411.0,411,Ville / commune
12,56,16.0,016,Société coopérative (ancien statut)
11,56,418.0,418,Régie communale autonome
7,56,30.0,030,Entité étrangère
4,56,412.0,412,Centre public d'action sociale
3,56,29.0,029,Fondation d'utilité publique
2,56,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,56,420.0,420,Association de CPAS
1,56,716.0,716,Société coopérative de droit public
1,56,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,56,417.0,417,Association chargée de mission (Région flamande)
1,56,350.0,350,Autorité de la Communauté germanophone
1,56,124.0,124,Etablissement public
1,56,26.0,026,Fondation privée
1,56,13.0,013,Société en commandite par actions
399,56,610.0,610,Société à responsabilité limitée
165,56,,,
141,56,15.0,015,Société privée à responsabilité limitée
72,56,14.0,014,Société anonyme
48,56,17.0,017,Association sans but lucratif
21,56,612.0,612,Société en commandite
17,56,11.0,011,Société en nom collectif
8,56,12.0,012,Société en commandite simple
6,56,721.0,721,Société ou association sans personnalité juridique
2,56,706.0,706,Société coopérative
2,56,8.0,008,Société coopérative à responsabilité limitée
2,56,3.0,003,Unité TVA
1,56,6.0,006,Société coopérative à responsabilité illimitée
993,56,17.0,017,Association sans but lucratif
745,56,610.0,610,Société à responsabilité limitée
658,56,,,
96,56,15.0,015,Société privée à responsabilité limitée
79,56,11.0,011,Société en nom collectif
45,56,612.0,612,Société en commandite
36,56,721.0,721,Société ou association sans personnalité juridique
31,56,14.0,014,Société anonyme
17,56,3.0,003,Unité TVA
14,56,418.0,418,Régie communale autonome
12,56,12.0,012,Société en commandite simple
10,56,411.0,411,Ville / commune
3,56,706.0,706,Société coopérative
2,56,26.0,026,Fondation privée
1,56,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,56,412.0,412,Centre public d'action sociale
1,56,310.0,310,Autorité de la Région flamande et de la Communauté flamande
1,56,6.0,006,Société coopérative à responsabilité illimitée
