EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
8,56,,,
5,56,610.0,610,Société à responsabilité limitée
1,56,612.0,612,Société en commandite
1,56,17.0,017,Association sans but lucratif
1,56,15.0,015,Société privée à responsabilité limitée
1247,58,,,
799,58,610.0,610,Société à responsabilité limitée
327,58,17.0,017,Association sans but lucratif
160,58,14.0,014,Société anonyme
126,58,15.0,015,Société privée à responsabilité limitée
101,58,612.0,612,Société en commandite
63,58,11.0,011,Société en nom collectif
30,58,12.0,012,Société en commandite simple
20,58,30.0,030,Entité étrangère
14,58,706.0,706,Société coopérative
12,58,8.0,008,Société coopérative à responsabilité limitée
10,58,125.0,125,Association internationale sans but lucratif
10,58,3.0,003,Unité TVA
4,58,721.0,721,Société ou association sans personnalité juridique
3,58,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
3,58,6.0,006,Société coopérative à responsabilité illimitée
2,58,26.0,026,Fondation privée
1,58,151.0,151,Autre forme légale
1,58,60.0,060,Groupement d'intérêt économique
1,58,29.0,029,Fondation d'utilité publique
1,58,22.0,022,Organisation scientifique internationale de droit belge
109,58,610.0,610,Société à responsabilité limitée
59,58,,,
49,58,14.0,014,Société anonyme
46,58,17.0,017,Association sans but lucratif
38,58,15.0,015,Société privée à responsabilité limitée
9,58,612.0,612,Société en commandite
7,58,30.0,030,Entité étrangère
4,58,12.0,012,Société en commandite simple
3,58,706.0,706,Société coopérative
2,58,721.0,721,Société ou association sans personnalité juridique
2,58,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,58,11.0,011,Société en nom collectif
2,58,8.0,008,Société coopérative à responsabilité limitée
2,58,3.0,003,Unité TVA
1,58,303.0,303,Autre service fédéral
1,58,230.0,230,Entité étrangère avec un bien immobilier en Belgique (avec personnalité juridique)
1,58,6.0,006,Société coopérative à responsabilité illimitée
319,58,610.0,610,Société à responsabilité limitée
208,58,17.0,017,Association sans but lucratif
179,58,,,
104,58,14.0,014,Société anonyme
83,58,15.0,015,Société privée à responsabilité limitée
19,58,612.0,612,Société en commandite
15,58,30.0,030,Entité étrangère
12,58,12.0,012,Société en commandite simple
11,58,11.0,011,Société en nom collectif
9,58,706.0,706,Société coopérative
9,58,125.0,125,Association internationale sans but lucratif
8,58,3.0,003,Unité TVA
5,58,8.0,008,Société coopérative à responsabilité limitée
4,58,721.0,721,Société ou association sans personnalité juridique
2,58,60.0,060,Groupement d'intérêt économique
2,58,22.0,022,Organisation scientifique internationale de droit belge
1,58,303.0,303,Autre service fédéral
1,58,151.0,151,Autre forme légale
1,58,65.0,065,Groupement européen d'intérêt économique
1,58,29.0,029,Fondation d'utilité publique
1,58,20.0,020,Union professionnelle
1618,58,,,
753,58,610.0,610,Société à responsabilité limitée
186,58,17.0,017,Association sans but lucratif
130,58,15.0,015,Société privée à responsabilité limitée
123,58,14.0,014,Société anonyme
78,58,612.0,612,Société en commandite
41,58,11.0,011,Société en nom collectif
32,58,12.0,012,Société en commandite simple
12,58,30.0,030,Entité étrangère
10,58,125.0,125,Association internationale sans but lucratif
6,58,706.0,706,Société coopérative
6,58,8.0,008,Société coopérative à responsabilité limitée
6,58,3.0,003,Unité TVA
3,58,29.0,029,Fondation d'utilité publique
3,58,26.0,026,Fondation privée
2,58,721.0,721,Société ou association sans personnalité juridique
2,58,22.0,022,Organisation scientifique internationale de droit belge
1,58,151.0,151,Autre forme légale
1,58,65.0,065,Groupement européen d'intérêt économique
1,58,18.0,018,Etablissement d'utilité publique
1,58,6.0,006,Société coopérative à responsabilité illimitée
229,58,610.0,610,Société à responsabilité limitée
153,58,,,
16,58,612.0,612,Société en commandite
13,58,11.0,011,Société en nom collectif
8,58,15.0,015,Société privée à responsabilité limitée
8,58,14.0,014,Société anonyme
6,58,30.0,030,Entité étrangère
6,58,17.0,017,Association sans but lucratif
6,58,12.0,012,Société en commandite simple
2,58,721.0,721,Société ou association sans personnalité juridique
2383,58,610.0,610,Société à responsabilité limitée
1262,58,,,
245,58,15.0,015,Société privée à responsabilité limitée
234,58,14.0,014,Société anonyme
181,58,612.0,612,Société en commandite
67,58,12.0,012,Société en commandite simple
66,58,11.0,011,Société en nom collectif
39,58,30.0,030,Entité étrangère
24,58,17.0,017,Association sans but lucratif
14,58,3.0,003,Unité TVA
6,58,721.0,721,Société ou association sans personnalité juridique
4,58,6.0,006,Société coopérative à responsabilité illimitée
3,58,706.0,706,Société coopérative
3,58,8.0,008,Société coopérative à responsabilité limitée
2,58,125.0,125,Association internationale sans but lucratif
1,58,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,58,114.0,114,Société anonyme de droit public
1112,59,610.0,610,Société à responsabilité limitée
842,59,,,
168,59,15.0,015,Société privée à responsabilité limitée
154,59,17.0,017,Association sans but lucratif
145,59,612.0,612,Société en commandite
102,59,14.0,014,Société anonyme
38,59,12.0,012,Société en commandite simple
36,59,11.0,011,Société en nom collectif
17,59,3.0,003,Unité TVA
15,59,8.0,008,Société coopérative à responsabilité limitée
4,59,30.0,030,Entité étrangère
3,59,721.0,721,Société ou association sans personnalité juridique
2,59,706.0,706,Société coopérative
2,59,16.0,016,Société coopérative (ancien statut)
1,59,18.0,018,Etablissement d'utilité publique
1,59,6.0,006,Société coopérative à responsabilité illimitée
798,59,610.0,610,Société à responsabilité limitée
736,59,,,
180,59,612.0,612,Société en commandite
140,59,15.0,015,Société privée à responsabilité limitée
71,59,17.0,017,Association sans but lucratif
51,59,14.0,014,Société anonyme
46,59,11.0,011,Société en nom collectif
45,59,12.0,012,Société en commandite simple
10,59,3.0,003,Unité TVA
4,59,721.0,721,Société ou association sans personnalité juridique
3,59,8.0,008,Société coopérative à responsabilité limitée
2,59,30.0,030,Entité étrangère
1,59,29.0,029,Fondation d'utilité publique
1,59,6.0,006,Société coopérative à responsabilité illimitée
3581,59,,,
1780,59,610.0,610,Société à responsabilité limitée
393,59,612.0,612,Société en commandite
243,59,15.0,015,Société privée à responsabilité limitée
216,59,17.0,017,Association sans but lucratif
135,59,11.0,011,Société en nom collectif
111,59,14.0,014,Société anonyme
79,59,12.0,012,Société en commandite simple
16,59,721.0,721,Société ou association sans personnalité juridique
15,59,3.0,003,Unité TVA
7,59,8.0,008,Société coopérative à responsabilité limitée
5,59,30.0,030,Entité étrangère
3,59,706.0,706,Société coopérative
1,59,6.0,006,Société coopérative à responsabilité illimitée
625,59,610.0,610,Société à responsabilité limitée
478,59,,,
174,59,612.0,612,Société en commandite
86,59,15.0,015,Société privée à responsabilité limitée
75,59,14.0,014,Société anonyme
50,59,11.0,011,Société en nom collectif
46,59,12.0,012,Société en commandite simple
40,59,17.0,017,Association sans but lucratif
9,59,3.0,003,Unité TVA
1,59,721.0,721,Société ou association sans personnalité juridique
1,59,706.0,706,Société coopérative
1,59,30.0,030,Entité étrangère
1758,59,,,
1172,59,610.0,610,Société à responsabilité limitée
278,59,612.0,612,Société en commandite
180,59,15.0,015,Société privée à responsabilité limitée
114,59,17.0,017,Association sans but lucratif
87,59,11.0,011,Société en nom collectif
79,59,14.0,014,Société anonyme
69,59,12.0,012,Société en commandite simple
11,59,3.0,003,Unité TVA
6,59,721.0,721,Société ou association sans personnalité juridique
6,59,30.0,030,Entité étrangère
5,59,8.0,008,Société coopérative à responsabilité limitée
2,59,16.0,016,Société coopérative (ancien statut)
1,59,616.0,616,Société à responsabilité limitée de droit public
1,59,51.0,051,Autre forme de droit privé avec personnalité juridique
552,59,,,
543,59,610.0,610,Société à responsabilité limitée
82,59,15.0,015,Société privée à responsabilité limitée
79,59,17.0,017,Association sans but lucratif
68,59,612.0,612,Société en commandite
65,59,14.0,014,Société anonyme
33,59,11.0,011,Société en nom collectif
26,59,12.0,012,Société en commandite simple
7,59,30.0,030,Entité étrangère
6,59,3.0,003,Unité TVA
4,59,721.0,721,Société ou association sans personnalité juridique
4,59,8.0,008,Société coopérative à responsabilité limitée
2,59,125.0,125,Association internationale sans but lucratif
2,59,6.0,006,Société coopérative à responsabilité illimitée
1,59,706.0,706,Société coopérative
1,59,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,59,29.0,029,Fondation d'utilité publique
132,59,610.0,610,Société à responsabilité limitée
113,59,17.0,017,Association sans but lucratif
67,59,,,
59,59,14.0,014,Société anonyme
30,59,15.0,015,Société privée à responsabilité limitée
6,59,612.0,612,Société en commandite
5,59,11.0,011,Société en nom collectif
3,59,8.0,008,Société coopérative à responsabilité limitée
2,59,721.0,721,Société ou association sans personnalité juridique
2,59,706.0,706,Société coopérative
1,59,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,59,30.0,030,Entité étrangère
1,59,16.0,016,Société coopérative (ancien statut)
1,59,12.0,012,Société en commandite simple
1,59,3.0,003,Unité TVA
1879,59,,,
745,59,610.0,610,Société à responsabilité limitée
284,59,17.0,017,Association sans but lucratif
226,59,612.0,612,Société en commandite
86,59,11.0,011,Société en nom collectif
63,59,15.0,015,Société privée à responsabilité limitée
40,59,12.0,012,Société en commandite simple
14,59,14.0,014,Société anonyme
3,59,3.0,003,Unité TVA
2,59,721.0,721,Société ou association sans personnalité juridique
2,59,30.0,030,Entité étrangère
2,59,8.0,008,Société coopérative à responsabilité limitée
2,59,6.0,006,Société coopérative à responsabilité illimitée
851,59,,,
324,59,610.0,610,Société à responsabilité limitée
94,59,612.0,612,Société en commandite
82,59,17.0,017,Association sans but lucratif
37,59,11.0,011,Société en nom collectif
30,59,15.0,015,Société privée à responsabilité limitée
16,59,14.0,014,Société anonyme
8,59,12.0,012,Société en commandite simple
4,59,3.0,003,Unité TVA
2,59,721.0,721,Société ou association sans personnalité juridique
1,59,706.0,706,Société coopérative
1,59,6.0,006,Société coopérative à responsabilité illimitée
1092,59,,,
625,59,610.0,610,Société à responsabilité limitée
334,59,17.0,017,Association sans but lucratif
98,59,612.0,612,Société en commandite
95,59,15.0,015,Société privée à responsabilité limitée
64,59,11.0,011,Société en nom collectif
60,59,14.0,014,Société anonyme
25,59,12.0,012,Société en commandite simple
9,59,8.0,008,Société coopérative à responsabilité limitée
6,59,6.0,006,Société coopérative à responsabilité illimitée
3,59,706.0,706,Société coopérative
2,59,721.0,721,Société ou association sans personnalité juridique
2,59,30.0,030,Entité étrangère
2,59,22.0,022,Organisation scientifique internationale de droit belge
1,59,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,59,125.0,125,Association internationale sans but lucratif
1,59,26.0,026,Fondation privée
1,59,16.0,016,Société coopérative (ancien statut)
1,59,3.0,003,Unité TVA
795,59,,,
287,59,610.0,610,Société à responsabilité limitée
123,59,17.0,017,Association sans but lucratif
93,59,612.0,612,Société en commandite
40,59,15.0,015,Société privée à responsabilité limitée
36,59,11.0,011,Société en nom collectif
24,59,12.0,012,Société en commandite simple
11,59,14.0,014,Société anonyme
2,59,3.0,003,Unité TVA
199,60,,,
183,60,610.0,610,Société à responsabilité limitée
180,60,17.0,017,Association sans but lucratif
46,60,612.0,612,Société en commandite
23,60,15.0,015,Société privée à responsabilité limitée
23,60,14.0,014,Société anonyme
13,60,11.0,011,Société en nom collectif
11,60,12.0,012,Société en commandite simple
8,60,30.0,030,Entité étrangère
4,60,706.0,706,Société coopérative
1,60,124.0,124,Etablissement public
1,60,65.0,065,Groupement européen d'intérêt économique
1,60,3.0,003,Unité TVA
125,60,,,
121,60,610.0,610,Société à responsabilité limitée
48,60,17.0,017,Association sans but lucratif
32,60,612.0,612,Société en commandite
27,60,14.0,014,Société anonyme
