NaceCodeGroup,NaceDescription_FR,JuridicalForm,JuridicalForm_FR,EnterpriseCount
94,Activités des organisations associatives,65.0,,12
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",706.0,,12
96,Activités de services aux personnes,412.0,,12
17,Industrie du papier et du carton,612.0,,11
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",235.0,,11
26,"Fabrication de produits informatiques, électroniques et optiques",721.0,,11
28,Fabrication de machines et équipements nca,235.0,,11
29,Industrie automobile,12.0,,11
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",417.0,,11
39,Activités de dépollution et autres activités de service de gestion des déchets,3.0,,11
46,Commerce de gros,616.0,,11
47,Commerce de détail,29.0,,11
52,Entreposage et services auxiliaires des transports,125.0,,11
53,Activités de poste et de courrier,30.0,,11
53,Activités de poste et de courrier,721.0,,11
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",6.0,,11
61,Télécommunications,721.0,,11
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",17.0,,11
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",706.0,,11
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",16.0,,11
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",60.0,,11
84,Administration publique et défense; sécurité sociale obligatoire,15.0,,11
84,Administration publique et défense; sécurité sociale obligatoire,400.0,,11
85,Enseignement,508.0,,11
86,Activités pour la santé humaine,29.0,,11
87,Activités de soins en établissement résidentiel,30.0,,11
89,,,,11
91,"Bibliothèques, archives, musées et autres activités culturelles",12.0,,11
96,Activités de services aux personnes,16.0,,11
11,Fabrication de boissons,6.0,,10
13,Fabrication de textiles,706.0,,10
17,Industrie du papier et du carton,11.0,,10
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",8.0,,10
27,Fabrication d’équipements électriques,8.0,,10
30,Fabrication d’autres matériels de transport,3.0,,10
32,Autres industries manufacturières,8.0,,10
38,"Collecte, valorisation et élimination des déchets;",8.0,,10
39,Activités de dépollution et autres activités de service de gestion des déchets,17.0,,10
42,Génie civil,235.0,,10
56,Activités de service de restauration,508.0,,10
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",706.0,,10
61,Télécommunications,706.0,,10
70,Activités des sièges sociaux et conseil de gestion,508.0,,10
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,722.0,,10
73,"Activités de publicité, d’études de marché et de relations publiques",235.0,,10
81,Activités de services pour les bâtiments et l’aménagement paysager,508.0,,10
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",22.0,,10
86,Activités pour la santé humaine,422.0,,10
87,Activités de soins en établissement résidentiel,721.0,,10
94,Activités des organisations associatives,999.0,,10
20,Industrie chimique,12.0,,9
24,Métallurgie,235.0,,9
31,Fabrication de meubles,706.0,,9
39,Activités de dépollution et autres activités de service de gestion des déchets,30.0,,9
43,Travaux de construction spécialisés,616.0,,9
47,Commerce de détail,114.0,,9
50,Transport par eau,12.0,,9
52,Entreposage et services auxiliaires des transports,114.0,,9
58,Activités d’édition,6.0,,9
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",11.0,,9
68,Activités immobilières,416.0,,9
69,Activités juridiques et comptables,16.0,,9
70,Activités des sièges sociaux et conseil de gestion,29.0,,9
70,Activités des sièges sociaux et conseil de gestion,235.0,,9
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,16.0,,9
72,Recherche et développement scientifique,26.0,,9
73,"Activités de publicité, d’études de marché et de relations publiques",65.0,,9
80,Activités d’investigation et de sécurité,8.0,,9
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",418.0,,9
84,Administration publique et défense; sécurité sociale obligatoire,3.0,,9
84,Administration publique et défense; sécurité sociale obligatoire,21.0,,9
84,Administration publique et défense; sécurité sociale obligatoire,330.0,,9
87,Activités de soins en établissement résidentiel,11.0,,9
93,Activités sportives et activités récréatives et de loisirs,26.0,,9
94,Activités des organisations associatives,8.0,,9
10,Industries alimentaires,411.0,,8
14,Industrie de l’habillement,6.0,,8
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",30.0,,8
20,Industrie chimique,17.0,,8
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",6.0,,8
46,Commerce de gros,125.0,,8
47,Commerce de détail,616.0,,8
52,Entreposage et services auxiliaires des transports,6.0,,8
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",6.0,,8
64,"Activités de services financiers, hors assurance et fonds de pension",418.0,,8
68,Activités immobilières,616.0,,8
73,"Activités de publicité, d’études de marché et de relations publiques",616.0,,8
84,Administration publique et défense; sécurité sociale obligatoire,12.0,,8
84,Administration publique et défense; sécurité sociale obligatoire,419.0,,8
85,Enseignement,235.0,,8
97,Activités des ménages en tant qu’employeurs de personnel domestique,235.0,,8
18,Imprimerie et reproduction d’enregistrements,706.0,,7
22,Fabrication de produits en caoutchouc et en plastique,8.0,,7
22,Fabrication de produits en caoutchouc et en plastique,235.0,,7
22,Fabrication de produits en caoutchouc et en plastique,706.0,,7
24,Métallurgie,411.0,,7
28,Fabrication de machines et équipements nca,17.0,,7
33,"Réparation, entretien et installation de machines et d’équipements",6.0,,7
42,Génie civil,17.0,,7
43,Travaux de construction spécialisés,508.0,,7
50,Transport par eau,8.0,,7
52,Entreposage et services auxiliaires des transports,418.0,,7
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",235.0,,7
61,Télécommunications,8.0,,7
62,"Programmation, conseil et autres activités informatiques",235.0,,7
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",19.0,,7
66,Activités auxiliaires d’activités de services financiers et d’assurance,13.0,,7
66,Activités auxiliaires d’activités de services financiers et d’assurance,125.0,,7
68,Activités immobilières,125.0,,7
68,Activités immobilières,420.0,,7
68,Activités immobilières,508.0,,7
69,Activités juridiques et comptables,616.0,,7
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,616.0,,7
73,"Activités de publicité, d’études de marché et de relations publiques",29.0,,7
78,Activités liées à l’emploi,8.0,,7
78,Activités liées à l’emploi,721.0,,7
81,Activités de services pour les bâtiments et l’aménagement paysager,25.0,,7
81,Activités de services pour les bâtiments et l’aménagement paysager,70.0,,7
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",13.0,,7
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",65.0,,7
84,Administration publique et défense; sécurité sociale obligatoire,125.0,,7
91,"Bibliothèques, archives, musées et autres activités culturelles",303.0,,7
92,Activités de jeux d’argent et de paris,721.0,,7
94,Activités des organisations associatives,12.0,,7
94,Activités des organisations associatives,20.0,,7
94,Activités des organisations associatives,60.0,,7
94,Activités des organisations associatives,217.0,,7
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",16.0,,7
96,Activités de services aux personnes,417.0,,7
97,Activités des ménages en tant qu’employeurs de personnel domestique,721.0,,7
10,Industries alimentaires,235.0,,6
10,Industries alimentaires,508.0,,6
13,Fabrication de textiles,25.0,,6
14,Industrie de l’habillement,16.0,,6
22,Fabrication de produits en caoutchouc et en plastique,412.0,,6
23,Fabrication d’autres produits minéraux non métalliques,8.0,,6
24,Métallurgie,706.0,,6
26,"Fabrication de produits informatiques, électroniques et optiques",17.0,,6
30,Fabrication d’autres matériels de transport,17.0,,6
30,Fabrication d’autres matériels de transport,721.0,,6
31,Fabrication de meubles,8.0,,6
33,"Réparation, entretien et installation de machines et d’équipements",706.0,,6
37,Collecte et traitement des eaux usées,11.0,,6
37,Collecte et traitement des eaux usées,706.0,,6
43,Travaux de construction spécialisés,417.0,,6
47,Commerce de détail,13.0,,6
52,Entreposage et services auxiliaires des transports,124.0,,6
64,"Activités de services financiers, hors assurance et fonds de pension",27.0,,6
64,"Activités de services financiers, hors assurance et fonds de pension",616.0,,6
68,Activités immobilières,230.0,,6
69,Activités juridiques et comptables,702.0,,6
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,417.0,,6
72,Recherche et développement scientifique,151.0,,6
73,"Activités de publicité, d’études de marché et de relations publiques",13.0,,6
77,Activités de location et location-bail,235.0,,6
78,Activités liées à l’emploi,60.0,,6
81,Activités de services pour les bâtiments et l’aménagement paysager,125.0,,6
84,Administration publique et défense; sécurité sociale obligatoire,30.0,,6
84,Administration publique et défense; sécurité sociale obligatoire,114.0,,6
86,Activités pour la santé humaine,60.0,,6
86,Activités pour la santé humaine,702.0,,6
91,"Bibliothèques, archives, musées et autres activités culturelles",411.0,,6
93,Activités sportives et activités récréatives et de loisirs,16.0,,6
94,Activités des organisations associatives,23.0,,6
94,Activités des organisations associatives,160.0,,6
97,Activités des ménages en tant qu’employeurs de personnel domestique,15.0,,6
99,Activités des organisations et organismes extraterritoriaux,125.0,,6
99,Activités des organisations et organismes extraterritoriaux,151.0,,6
10,Industries alimentaires,6.0,,5
11,Fabrication de boissons,508.0,,5
12,Fabrication de produits à base de tabac,8.0,,5
20,Industrie chimique,721.0,,5
21,Industrie pharmaceutique,706.0,,5
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",706.0,,5
31,Fabrication de meubles,235.0,,5
36,"Captage, traitement et distribution d’eau",417.0,,5
39,Activités de dépollution et autres activités de service de gestion des déchets,411.0,,5
41,Construction de bâtiments résidentiels et non résidentiels,508.0,,5
41,Construction de bâtiments résidentiels et non résidentiels,616.0,,5
42,Génie civil,6.0,,5
46,Commerce de gros,508.0,,5
47,Commerce de détail,418.0,,5
49,Transports terrestres et transports par conduites,412.0,,5
53,Activités de poste et de courrier,3.0,,5
53,Activités de poste et de courrier,706.0,,5
56,Activités de service de restauration,29.0,,5
58,Activités d’édition,26.0,,5
58,Activités d’édition,235.0,,5
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",16.0,,5
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",3.0,,5
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",706.0,,5
62,"Programmation, conseil et autres activités informatiques",616.0,,5
64,"Activités de services financiers, hors assurance et fonds de pension",114.0,,5
66,Activités auxiliaires d’activités de services financiers et d’assurance,6.0,,5
68,Activités immobilières,310.0,,5
68,Activités immobilières,400.0,,5
69,Activités juridiques et comptables,65.0,,5
70,Activités des sièges sociaux et conseil de gestion,22.0,,5
72,Recherche et développement scientifique,22.0,,5
72,Recherche et développement scientifique,65.0,,5
73,"Activités de publicité, d’études de marché et de relations publiques",22.0,,5
74,"Autres activités spécialisées, scientifiques et techniques",16.0,,5
74,"Autres activités spécialisées, scientifiques et techniques",26.0,,5
77,Activités de location et location-bail,13.0,,5
77,Activités de location et location-bail,16.0,,5
77,Activités de location et location-bail,25.0,,5
78,Activités liées à l’emploi,508.0,,5
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",706.0,,5
81,Activités de services pour les bâtiments et l’aménagement paysager,16.0,,5
81,Activités de services pour les bâtiments et l’aménagement paysager,29.0,,5
81,Activités de services pour les bâtiments et l’aménagement paysager,412.0,,5
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",235.0,,5
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",616.0,,5
84,Administration publique et défense; sécurité sociale obligatoire,320.0,,5
85,Enseignement,51.0,,5
85,Enseignement,340.0,,5
85,Enseignement,411.0,,5
85,Enseignement,515.0,,5
86,Activités pour la santé humaine,151.0,,5
88,Activités d’action sociale sans hébergement,508.0,,5
91,"Bibliothèques, archives, musées et autres activités culturelles",415.0,,5
91,"Bibliothèques, archives, musées et autres activités culturelles",706.0,,5
93,Activités sportives et activités récréatives et de loisirs,29.0,,5
96,Activités de services aux personnes,418.0,,5
96,Activités de services aux personnes,508.0,,5
97,Activités des ménages en tant qu’employeurs de personnel domestique,3.0,,5
98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,610.0,,5
17,Industrie du papier et du carton,721.0,,4
19,Cokéfaction et raffinage,235.0,,4
21,Industrie pharmaceutique,8.0,,4
21,Industrie pharmaceutique,412.0,,4
23,Fabrication d’autres produits minéraux non métalliques,235.0,,4
27,Fabrication d’équipements électriques,17.0,,4
29,Industrie automobile,17.0,,4
32,Autres industries manufacturières,6.0,,4
32,Autres industries manufacturières,706.0,,4
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",412.0,,4
36,"Captage, traitement et distribution d’eau",3.0,,4
36,"Captage, traitement et distribution d’eau",11.0,,4
36,"Captage, traitement et distribution d’eau",721.0,,4
38,"Collecte, valorisation et élimination des déchets;",125.0,,4
38,"Collecte, valorisation et élimination des déchets;",411.0,,4
41,Construction de bâtiments résidentiels et non résidentiels,13.0,,4
42,Génie civil,417.0,,4
43,Travaux de construction spécialisés,13.0,,4
43,Travaux de construction spécialisés,412.0,,4
46,Commerce de gros,114.0,,4
47,Commerce de détail,151.0,,4
49,Transports terrestres et transports par conduites,114.0,,4
55,Hébergement,124.0,,4
55,Hébergement,151.0,,4
55,Hébergement,400.0,,4
55,Hébergement,418.0,,4
56,Activités de service de restauration,13.0,,4
56,Activités de service de restauration,26.0,,4
58,Activités d’édition,22.0,,4
58,Activités d’édition,29.0,,4
61,Télécommunications,125.0,,4
62,"Programmation, conseil et autres activités informatiques",16.0,,4
62,"Programmation, conseil et autres activités informatiques",418.0,,4
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",65.0,,4
64,"Activités de services financiers, hors assurance et fonds de pension",235.0,,4
66,Activités auxiliaires d’activités de services financiers et d’assurance,21.0,,4
68,Activités immobilières,60.0,,4
69,Activités juridiques et comptables,235.0,,4
70,Activités des sièges sociaux et conseil de gestion,27.0,,4
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,60.0,,4
72,Recherche et développement scientifique,124.0,,4
72,Recherche et développement scientifique,303.0,,4
75,Activités vétérinaires,29.0,,4
77,Activités de location et location-bail,508.0,,4
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",6.0,,4
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",125.0,,4
80,Activités d’investigation et de sécurité,125.0,,4
81,Activités de services pour les bâtiments et l’aménagement paysager,13.0,,4
81,Activités de services pour les bâtiments et l’aménagement paysager,26.0,,4
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",151.0,,4
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",416.0,,4
84,Administration publique et défense; sécurité sociale obligatoire,26.0,,4
84,Administration publique et défense; sécurité sociale obligatoire,340.0,,4
84,Administration publique et défense; sécurité sociale obligatoire,350.0,,4
85,Enseignement,22.0,,4
85,Enseignement,400.0,,4
85,Enseignement,419.0,,4
86,Activités pour la santé humaine,26.0,,4
86,Activités pour la santé humaine,616.0,,4
88,Activités d’action sociale sans hébergement,8.0,,4
90,Activités de création artistique et de spectacle,16.0,,4
90,Activités de création artistique et de spectacle,508.0,,4
91,"Bibliothèques, archives, musées et autres activités culturelles",8.0,,4
94,Activités des organisations associatives,218.0,,4
94,Activités des organisations associatives,415.0,,4
94,Activités des organisations associatives,508.0,,4
97,Activités des ménages en tant qu’employeurs de personnel domestique,17.0,,4
98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,,,4
11,Fabrication de boissons,235.0,,3
11,Fabrication de boissons,412.0,,3
11,Fabrication de boissons,722.0,,3
12,Fabrication de produits à base de tabac,508.0,,3
13,Fabrication de textiles,8.0,,3
13,Fabrication de textiles,235.0,,3
14,Industrie de l’habillement,508.0,,3
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",411.0,,3
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",16.0,,3
17,Industrie du papier et du carton,12.0,,3
17,Industrie du papier et du carton,235.0,,3
17,Industrie du papier et du carton,706.0,,3
18,Imprimerie et reproduction d’enregistrements,411.0,,3
19,Cokéfaction et raffinage,,,3
19,Cokéfaction et raffinage,15.0,,3
20,Industrie chimique,706.0,,3
21,Industrie pharmaceutique,6.0,,3
21,Industrie pharmaceutique,235.0,,3
22,Fabrication de produits en caoutchouc et en plastique,6.0,,3
23,Fabrication d’autres produits minéraux non métalliques,706.0,,3
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",417.0,,3
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",508.0,,3
28,Fabrication de machines et équipements nca,6.0,,3
28,Fabrication de machines et équipements nca,8.0,,3
28,Fabrication de machines et équipements nca,706.0,,3
29,Industrie automobile,235.0,,3
29,Industrie automobile,721.0,,3
30,Fabrication d’autres matériels de transport,8.0,,3
30,Fabrication d’autres matériels de transport,706.0,,3
32,Autres industries manufacturières,235.0,,3
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",418.0,,3
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",420.0,,3
36,"Captage, traitement et distribution d’eau",30.0,,3
37,Collecte et traitement des eaux usées,17.0,,3
37,Collecte et traitement des eaux usées,417.0,,3
39,Activités de dépollution et autres activités de service de gestion des déchets,8.0,,3
39,Activités de dépollution et autres activités de service de gestion des déchets,12.0,,3
42,Génie civil,114.0,,3
43,Travaux de construction spécialisés,114.0,,3
43,Travaux de construction spécialisés,411.0,,3
46,Commerce de gros,25.0,,3
46,Commerce de gros,26.0,,3
46,Commerce de gros,412.0,,3
47,Commerce de détail,420.0,,3
51,Transports aériens,3.0,,3
51,Transports aériens,706.0,,3
55,Hébergement,13.0,,3
55,Hébergement,29.0,,3
56,Activités de service de restauration,151.0,,3
56,Activités de service de restauration,235.0,,3
56,Activités de service de restauration,400.0,,3
56,Activités de service de restauration,515.0,,3
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",125.0,,3
61,Télécommunications,114.0,,3
61,Télécommunications,411.0,,3
62,"Programmation, conseil et autres activités informatiques",26.0,,3
62,"Programmation, conseil et autres activités informatiques",29.0,,3
62,"Programmation, conseil et autres activités informatiques",65.0,,3
62,"Programmation, conseil et autres activités informatiques",124.0,,3
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",16.0,,3
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",22.0,,3
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",29.0,,3
66,Activités auxiliaires d’activités de services financiers et d’assurance,29.0,,3
66,Activités auxiliaires d’activités de services financiers et d’assurance,616.0,,3
68,Activités immobilières,235.0,,3
69,Activités juridiques et comptables,13.0,,3
70,Activités des sièges sociaux et conseil de gestion,1.0,,3
70,Activités des sièges sociaux et conseil de gestion,60.0,,3
70,Activités des sièges sociaux et conseil de gestion,114.0,,3
70,Activités des sièges sociaux et conseil de gestion,512.0,,3
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,13.0,,3
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,29.0,,3
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,303.0,,3
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,416.0,,3
72,Recherche et développement scientifique,51.0,,3
74,"Autres activités spécialisées, scientifiques et techniques",29.0,,3
74,"Autres activités spécialisées, scientifiques et techniques",422.0,,3
74,"Autres activités spécialisées, scientifiques et techniques",616.0,,3
75,Activités vétérinaires,8.0,,3
75,Activités vétérinaires,30.0,,3
77,Activités de location et location-bail,26.0,,3
77,Activités de location et location-bail,418.0,,3
78,Activités liées à l’emploi,124.0,,3
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",411.0,,3
80,Activités d’investigation et de sécurité,114.0,,3
81,Activités de services pour les bâtiments et l’aménagement paysager,51.0,,3
81,Activités de services pour les bâtiments et l’aménagement paysager,411.0,,3
81,Activités de services pour les bâtiments et l’aménagement paysager,420.0,,3
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",310.0,,3
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",420.0,,3
84,Administration publique et défense; sécurité sociale obligatoire,8.0,,3
84,Administration publique et défense; sécurité sociale obligatoire,417.0,,3
85,Enseignement,65.0,,3
86,Activités pour la santé humaine,16.0,,3
86,Activités pour la santé humaine,412.0,,3
87,Activités de soins en établissement résidentiel,124.0,,3
90,Activités de création artistique et de spectacle,124.0,,3
90,Activités de création artistique et de spectacle,415.0,,3
92,Activités de jeux d’argent et de paris,6.0,,3
93,Activités sportives et activités récréatives et de loisirs,417.0,,3
93,Activités sportives et activités récréatives et de loisirs,419.0,,3
93,Activités sportives et activités récréatives et de loisirs,508.0,,3
94,Activités des organisations associatives,16.0,,3
94,Activités des organisations associatives,18.0,,3
94,Activités des organisations associatives,51.0,,3
94,Activités des organisations associatives,70.0,,3
94,Activités des organisations associatives,117.0,,3
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",235.0,,3
96,Activités de services aux personnes,13.0,,3
96,Activités de services aux personnes,22.0,,3
96,Activités de services aux personnes,26.0,,3
96,Activités de services aux personnes,29.0,,3
96,Activités de services aux personnes,124.0,,3
96,Activités de services aux personnes,420.0,,3
96,Activités de services aux personnes,616.0,,3
97,Activités des ménages en tant qu’employeurs de personnel domestique,14.0,,3
10,Industries alimentaires,412.0,,2
10,Industries alimentaires,418.0,,2
11,Fabrication de boissons,16.0,,2
11,Fabrication de boissons,26.0,,2
13,Fabrication de textiles,16.0,,2
13,Fabrication de textiles,26.0,,2
14,Industrie de l’habillement,411.0,,2
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",340.0,,2
19,Cokéfaction et raffinage,3.0,,2
19,Cokéfaction et raffinage,30.0,,2
20,Industrie chimique,6.0,,2
20,Industrie chimique,8.0,,2
22,Fabrication de produits en caoutchouc et en plastique,13.0,,2
22,Fabrication de produits en caoutchouc et en plastique,16.0,,2
23,Fabrication d’autres produits minéraux non métalliques,6.0,,2
23,Fabrication d’autres produits minéraux non métalliques,13.0,,2
24,Métallurgie,29.0,,2
25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",51.0,,2
26,"Fabrication de produits informatiques, électroniques et optiques",235.0,,2
27,Fabrication d’équipements électriques,235.0,,2
29,Industrie automobile,706.0,,2
30,Fabrication d’autres matériels de transport,12.0,,2
31,Fabrication de meubles,16.0,,2
32,Autres industries manufacturières,51.0,,2
33,"Réparation, entretien et installation de machines et d’équipements",25.0,,2
33,"Réparation, entretien et installation de machines et d’équipements",235.0,,2
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",235.0,,2
36,"Captage, traitement et distribution d’eau",12.0,,2
37,Collecte et traitement des eaux usées,3.0,,2
37,Collecte et traitement des eaux usées,8.0,,2
38,"Collecte, valorisation et élimination des déchets;",235.0,,2
38,"Collecte, valorisation et élimination des déchets;",508.0,,2
39,Activités de dépollution et autres activités de service de gestion des déchets,124.0,,2
41,Construction de bâtiments résidentiels et non résidentiels,16.0,,2
41,Construction de bâtiments résidentiels et non résidentiels,114.0,,2
41,Construction de bâtiments résidentiels et non résidentiels,411.0,,2
41,Construction de bâtiments résidentiels et non résidentiels,416.0,,2
41,Construction de bâtiments résidentiels et non résidentiels,418.0,,2
42,Génie civil,422.0,,2
43,Travaux de construction spécialisés,125.0,,2
43,Travaux de construction spécialisés,515.0,,2
43,Travaux de construction spécialisés,722.0,,2
46,Commerce de gros,29.0,,2
46,Commerce de gros,65.0,,2
46,Commerce de gros,151.0,,2
46,Commerce de gros,303.0,,2
46,Commerce de gros,320.0,,2
46,Commerce de gros,506.0,,2
47,Commerce de détail,22.0,,2
47,Commerce de détail,25.0,,2
47,Commerce de détail,124.0,,2
47,Commerce de détail,506.0,,2
47,Commerce de détail,515.0,,2
49,Transports terrestres et transports par conduites,16.0,,2
49,Transports terrestres et transports par conduites,418.0,,2
49,Transports terrestres et transports par conduites,508.0,,2
49,Transports terrestres et transports par conduites,616.0,,2
50,Transport par eau,6.0,,2
50,Transport par eau,706.0,,2
51,Transports aériens,8.0,,2
52,Entreposage et services auxiliaires des transports,16.0,,2
52,Entreposage et services auxiliaires des transports,412.0,,2
52,Entreposage et services auxiliaires des transports,417.0,,2
55,Hébergement,6.0,,2
55,Hébergement,16.0,,2
55,Hébergement,26.0,,2
55,Hébergement,70.0,,2
55,Hébergement,340.0,,2
56,Activités de service de restauration,124.0,,2
56,Activités de service de restauration,310.0,,2
56,Activités de service de restauration,616.0,,2
58,Activités d’édition,65.0,,2
58,Activités d’édition,151.0,,2
58,Activités d’édition,303.0,,2
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",22.0,,2
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",235.0,,2
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",6.0,,2
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",8.0,,2
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",65.0,,2
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",124.0,,2
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",230.0,,2
62,"Programmation, conseil et autres activités informatiques",1.0,,2
62,"Programmation, conseil et autres activités informatiques",114.0,,2
62,"Programmation, conseil et autres activités informatiques",508.0,,2
62,"Programmation, conseil et autres activités informatiques",512.0,,2
62,"Programmation, conseil et autres activités informatiques",515.0,,2
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",1.0,,2
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",13.0,,2
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",26.0,,2
64,"Activités de services financiers, hors assurance et fonds de pension",1.0,,2
64,"Activités de services financiers, hors assurance et fonds de pension",29.0,,2
64,"Activités de services financiers, hors assurance et fonds de pension",124.0,,2
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",8.0,,2
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",124.0,,2
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",125.0,,2
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",721.0,,2
66,Activités auxiliaires d’activités de services financiers et d’assurance,1.0,,2
66,Activités auxiliaires d’activités de services financiers et d’assurance,16.0,,2
66,Activités auxiliaires d’activités de services financiers et d’assurance,51.0,,2
68,Activités immobilières,51.0,,2
68,Activités immobilières,151.0,,2
68,Activités immobilières,415.0,,2
68,Activités immobilières,515.0,,2
69,Activités juridiques et comptables,26.0,,2
69,Activités juridiques et comptables,60.0,,2
69,Activités juridiques et comptables,151.0,,2
70,Activités des sièges sociaux et conseil de gestion,124.0,,2
70,Activités des sièges sociaux et conseil de gestion,151.0,,2
70,Activités des sièges sociaux et conseil de gestion,265.0,,2
70,Activités des sièges sociaux et conseil de gestion,415.0,,2
70,Activités des sièges sociaux et conseil de gestion,418.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,26.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,65.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,124.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,151.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,400.0,,2
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,411.0,,2
